,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
6,6,11.961566,0.063984625,1.24319172,-0.01053392,-2.0,0.0007547760000000001,0.0,0.090108134,9.0
10,10,11.7188206,0.114120409,1.56143641,-0.018165801,-2.0,0.002494038,0.0,0.094420083,9.0
11,11,11.6043901,0.127881527,1.36143661,-0.01811393,-2.0,0.0033649870000000003,0.0,0.099079609,9.0
7,7,11.941402400000001,0.11702086,1.15808165,-0.010076772,-2.0,0.00371012,0.0,0.09268827,9.0
3,3,11.7342224,0.137486681,1.68288028,-0.019659851000000002,-2.0,0.0039635370000000005,0.0,0.09302966300000001,9.0
5,5,11.929021800000001,0.12503317,1.42051935,-0.013963141,-2.0,0.004620114,0.0,0.090979874,9.0
4,4,11.7535286,0.148812294,1.25768483,-0.013986795,-2.0,0.004622316,0.0,0.095861733,9.0
12,30210,11.5670004,0.15279161900000002,1.35060441,-0.018843744,-2.0,0.004904686,0.0,0.099984951,9.0
2,2,11.8680563,0.168468937,1.04832351,-0.010026641,-2.0,0.006494478000000001,0.0,0.094941609,9.0
8,8,11.6871147,0.191488743,1.00571954,-0.011772802,-2.0,0.006610538000000001,0.0,0.099046439,9.0
9,9,11.551549900000001,0.18056023100000002,1.40891826,-0.019987904,-2.0,0.0066243280000000005,0.0,0.099698164,9.0
1,1,11.8729382,0.161873385,1.36911249,-0.014345308999999999,-2.0,0.006633496,0.0,0.092466809,9.0
0,0,11.8860245,0.190950692,1.16031528,-0.011660166,-2.0,0.008373291,0.0,0.093674257,9.0
