,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,0,6.79581547,-1.75507319,-0.5292250510000001,0.103333905,10.0,0.057799459,5.0,0.000871481,0.0
1,1,4.88176918,-1.0219419,-0.5119223589999999,0.10111149400000001,10.0,0.056662004,5.0,0.007901959,0.0
2,2,6.37212086,-1.68352675,-0.480146199,0.106649309,10.0,0.055618338,5.0,0.001464583,0.0
3,3,5.60071087,-1.19358611,-0.5037571789999999,0.10839006300000001,10.0,0.056786489,5.0,0.005706986999999999,0.0
4,45676,5.13098192,-1.38236856,-0.314542115,0.109421059,10.0,0.051382672,5.0,0.003038358,0.0
0,0,6.53165102,-1.88593602,-0.364375651,0.10673338199999999,10.0,0.053850438,5.0,-0.001164768,-1.0
1,1,7.22432375,-1.78957629,-0.488489777,0.104622558,10.0,0.05899434200000001,5.0,-0.000576934,-1.0
2,2,7.5705719,-1.83415699,-0.41836768399999996,0.10807421800000001,10.0,0.058829039000000014,5.0,-0.002533086,-1.0
3,3,7.06136513,-2.04054952,-0.313039958,0.106735513,10.0,0.054459438,5.0,-0.003661477,-1.0
4,4,6.38010693,-2.07220864,-0.296205729,0.10315602300000001,10.0,0.052049354000000006,5.0,-0.0027456629999999997,-1.0
5,5,5.92334414,-1.8582052,-0.396698326,0.10163904,10.0,0.052827161,5.0,-6.08e-05,-1.0
6,6,7.45093679,-1.97468579,-0.35509181,0.108020715,10.0,0.056576885,5.0,-0.003841062,-1.0
7,7,7.42777491,-2.40450597,-0.205042943,0.101647675,10.0,0.053280138,5.0,-0.00758993,-1.0
8,8,6.92157888,-2.32287908,-0.117274091,0.10478305800000001,10.0,0.050363019,5.0,-0.007493609,-1.0
9,51813,8.26704407,-2.23442173,-0.231838286,0.106995873,10.0,0.05736832,5.0,-0.008480044,-1.0
