,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,9,9,10.2365837,-0.511558473,-0.308568716,0,10.0,0.111856282,11.0,0.048995342,4.0
1,8,8,10.2312565,-0.519453466,-0.294871032,0,10.0,0.113300785,11.0,0.044554357,4.0
2,6,6,10.2335138,-0.5073299410000001,-0.302061528,0,10.0,0.112569183,11.0,0.048072618,4.0
3,12,11404,10.2194366,-0.535933793,-0.297908187,0,10.0,0.11273509300000001,11.0,0.042308014000000005,4.0
4,4,4,10.2315283,-0.469182819,-0.24857282600000002,0,10.0,0.11903189900000001,11.0,0.042049825,4.0
5,11,11,10.2003345,-0.543567479,-0.316102445,0,10.0,0.11040052,11.0,0.04451149,4.0
6,10,10,10.2110739,-0.51468569,-0.304481834,0,10.0,0.111962855,11.0,0.046640966,4.0
7,1,1,10.2298012,-0.46671021,-0.264620781,0,10.0,0.116920605,11.0,0.045735676,4.0
8,5,5,10.2196712,-0.482900411,-0.263781011,0,10.0,0.116815843,11.0,0.042730749000000005,4.0
9,7,7,10.205682800000002,-0.51159358,-0.288975716,0,10.0,0.113668278,11.0,0.043496631,4.0
10,0,0,10.2049541,-0.45092791299999996,-0.255457669,0,10.0,0.11836311199999999,11.0,0.045640125999999996,4.0
11,3,3,10.1984167,-0.466365516,-0.258213848,0,10.0,0.117336757,11.0,0.043284304,4.0
12,2,2,10.191803,-0.45393616,-0.250864029,0,10.0,0.11909309,11.0,0.043958950999999996,4.0
