,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,15,47577,7.49136496,2.56397486,0.02085704,-0.090013199,-10.0,0.05391500900000002,5.0,0,0.0
1,13,13,8.1592083,1.96666944,0.08997373300000001,-0.098415166,-10.0,0.058732461,5.0,0,0.0
2,12,12,7.90076494,1.91606784,0.067645527,-0.098970667,-10.0,0.055417202,5.0,0,0.0
3,10,10,8.13551044,2.00893688,0.120246753,-0.097947009,-10.0,0.058471013,5.0,0,0.0
4,14,14,7.50893021,2.07701945,0.06521009700000001,-0.09668076,-10.0,0.051514294,5.0,0,0.0
5,9,9,7.95638371,1.96297646,0.109113924,-0.09848131199999999,-10.0,0.056135234000000006,5.0,0,0.0
6,11,11,7.58138323,2.04277992,0.154198632,-0.096908785,-10.0,0.052065991,5.0,0,0.0
7,7,7,7.37429523,2.31617308,0.226831347,-0.092659503,-10.0,0.050957567999999995,5.0,0,0.0
8,6,6,8.08766747,2.2674818,0.193773508,-0.09390384,-10.0,0.059056476,5.0,0,0.0
9,8,8,7.68755817,2.32735634,0.280499429,-0.09290839,-10.0,0.054414976,5.0,0,0.0
10,4,4,8.00721073,2.38963604,0.258795619,-0.092301451,-10.0,0.058213517,5.0,0,0.0
11,2,2,8.07073212,2.1953423,0.276839793,-0.094963551,-10.0,0.058012154,5.0,0,0.0
12,5,5,7.84543133,2.08968091,0.353403449,-0.095987774,-10.0,0.05502028,5.0,0,0.0
13,1,1,7.84952974,1.84745991,0.38319265799999996,-0.09910102900000001,-10.0,0.052799329000000006,5.0,0,0.0
14,3,3,7.97921085,2.18809199,0.356333375,-0.09441898,-10.0,0.056874119,5.0,0,0.0
15,0,0,8.17104721,2.28058815,0.33711311200000005,-0.092664518,-10.0,0.059600901,5.0,0,0.0
