,u,v,w,x,x bin,y,y bin,z,z bin
0,7.258500099999999,-0.487342656,1.80220807,-0.097013757,-10.0,-0.010718515,-2.0,0.038916051,3.0
1,7.36439133,-0.547507644,1.64825463,-0.098995902,-10.0,-0.012990928999999998,-2.0,0.038247705,3.0
2,7.37770891,-0.614966035,1.67947328,-0.098644495,-10.0,-0.014759153999999997,-2.0,0.038935151,3.0
3,7.19267082,-0.526857376,1.75257993,-0.097591981,-10.0,-0.011441598999999998,-2.0,0.036893538999999996,3.0
4,6.97255325,-0.596778095,1.8750999,-0.096063912,-10.0,-0.012353172,-2.0,0.035073005,3.0
5,7.28104448,-0.593245029,1.60718787,-0.09944436699999999,-10.0,-0.013711821,-2.0,0.036018651,3.0
6,7.30513859,-0.659912348,1.63466549,-0.099048436,-10.0,-0.015521845,-2.0,0.036699701,3.0
7,7.31978941,-0.706318855,1.62501693,-0.09899221400000001,-10.0,-0.016835082,-2.0,0.036480736,3.0
8,7.1508708,-0.883565843,1.92958677,-0.094872847,-10.0,-0.018753244,-2.0,0.037665773,3.0
9,7.07193327,-0.5492998960000001,1.55059385,-0.099547789,-10.0,-0.011849422,-2.0,0.032344367,3.0
10,7.25501013,-0.63731873,1.56796694,-0.099737383,-10.0,-0.014770314,-2.0,0.034610737,3.0
11,6.994964599999999,-0.944016218,1.96636319,-0.093811795,-10.0,-0.018832967,-2.0,0.035353929,3.0
12,6.89544964,-0.911441803,1.8948245,-0.093898282,-10.0,-0.017499758,-2.0,0.033928759,3.0
56613,6.77848816,-0.936237931,1.60504556,-0.09511411199999999,-10.0,-0.018309898999999998,-2.0,0.030001927,3.0
