,u,v,w,x,x bin,y,y bin,z,z bin
0,6.93578863,-2.09523702,0.7984455229999999,-0.09313459,-10.0,-0.040255886,-5.0,0.013378288,1.0
1,7.45802641,-1.73763037,0.58075434,-0.09910534300000001,-10.0,-0.041956544000000005,-5.0,0.014421222,1.0
2,7.67289162,-1.69010627,0.527532756,-0.099676736,-10.0,-0.044126738,-5.0,0.014928843,1.0
3,7.8614254,-1.76806331,0.646158993,-0.097311527,-10.0,-0.046962055999999995,-5.0,0.018566245,1.0
4,8.00863552,-1.65936327,0.560941994,-0.099920236,-10.0,-0.048506085,-5.0,0.018725231,1.0
5,7.03580475,-2.25685954,0.662800908,-0.091640241,-10.0,-0.043313261,-5.0,0.012159759,1.0
6,7.57013798,-1.77985895,0.504915893,-0.098636061,-10.0,-0.044518247,-5.0,0.012903824,1.0
7,7.76215172,-1.78651118,0.491098046,-0.09817324599999999,-10.0,-0.047060091,-5.0,0.013801734,1.0
8,7.90950966,-1.68942773,0.475515515,-0.099598229,-10.0,-0.047536422,-5.0,0.015302531,1.0
9,7.99250603,-1.68562233,0.494575441,-0.099991754,-10.0,-0.049248256,-5.0,0.016740171,1.0
10,7.61287022,-1.85427761,0.476863265,-0.097535074,-10.0,-0.046462994,-5.0,0.011857828,1.0
77419,7.796862599999999,-1.9071095,0.47455152899999997,-0.096296005,-10.0,-0.049603839000000004,-5.0,0.012605838999999999,1.0
