,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
9,9,10.5352974,0.180857763,0.051473968,0.047763035,4.0,-0.143601358,-15.0,0.000221484,0.0
6,6,10.537334399999999,0.19614464,0.051239654,0.048200480999999996,4.0,-0.142264232,-15.0,0.000519219,0.0
1,1,10.5454273,0.217051357,0.049445786,0.048160747,4.0,-0.140437946,-15.0,0.001154057,0.0
7,7,10.5286522,0.168805912,0.050750282,0.048262984,4.0,-0.144882247,-15.0,0.001618668,0.0
2,2,10.538812599999998,0.194690377,0.048301116,0.048214629,4.0,-0.142640129,-15.0,0.002514006,0.0
8,8,10.527524900000001,0.15983139,0.048139218,0.048277818,4.0,-0.14593832199999998,-15.0,0.003567196,0.0
3,3,10.538352,0.189433187,0.046388466,0.048232466,4.0,-0.143291414,-15.0,0.003908827,0.0
0,0,10.5510025,0.220183551,0.042455997,0.048192807000000004,4.0,-0.140713707,-15.0,0.00564669,0.0
4,4,10.5439425,0.19970735899999997,0.043048233,0.048223682000000004,4.0,-0.142594442,-15.0,0.005814298000000001,0.0
5,5,10.5329046,0.183089674,0.043643896,0.049004316,4.0,-0.144255906,-15.0,0.006139949,0.0
11,136674,10.5542107,0.13954940400000002,0.034662399,0.041298091,4.0,-0.149527833,-15.0,0.007310817,0.0
10,10,10.566288900000002,0.14822222300000001,0.034741648,0.041260459,4.0,-0.147635534,-15.0,0.0077731380000000015,0.0
