,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
29,16,16,8.12176228,4.436532499999998,-0.895785391,-0.053249873,-6.0,0.062809184,6.0,-0.009535431,-1.0
25,12,12,8.42878342,4.32174444,-0.81210041,-0.052617077000000005,-6.0,0.064533971,6.0,-0.009312933,-1.0
28,15,15,7.66594791,4.39031982,-0.8927185540000001,-0.058146723,-6.0,0.060067802999999996,6.0,-0.008979119,-1.0
24,11,11,7.90014219,4.38239717,-0.8721478579999999,-0.056081448,-6.0,0.062686272,6.0,-0.008954903,-1.0
32,19,53973,9.31000423,3.99289894,-0.568134904,-0.05080004,-6.0,0.069499768,6.0,-0.008603835,-1.0
23,10,10,8.72330093,4.23231649,-0.7082782390000001,-0.051746577,-6.0,0.066066735,6.0,-0.008593350999999999,-1.0
22,9,9,7.88658476,4.21352959,-0.749052107,-0.05935733400000001,-6.0,0.062186137,6.0,-0.007920215999999999,-1.0
26,13,13,8.378322599999999,4.42263603,-0.632047415,-0.051439844000000005,-6.0,0.062905155,6.0,-0.006872741999999999,-1.0
21,8,8,8.80456066,4.14643764,-0.444942951,-0.052495778,-6.0,0.06714697900000001,6.0,-0.005834154,-1.0
20,7,7,8.15492821,4.1429615,-0.4838040770000001,-0.058074117,-6.0,0.06441737,6.0,-0.005527570999999999,-1.0
30,17,17,9.34809685,4.02963924,-0.35223949,-0.050140832,-6.0,0.06945372400000001,6.0,-0.005456224,-1.0
31,18,18,7.97644234,4.52553368,-0.489366591,-0.052799355,-6.0,0.060336072,6.0,-0.0050457290000000005,-1.0
