,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
12,12,11.342793499999999,-1.6625333999999998,-0.242196947,0.02461369,2.0,0.084662415,8.0,0.000506291,0.0
11,11,11.3126717,-1.71508622,-0.263045847,0.025938975,2.0,0.08493766900000001,8.0,0.0014412020000000002,0.0
13,48613,11.3712826,-1.31813979,-0.22499615,0.020166442,2.0,0.082873397,8.0,0.001726564,0.0
10,10,11.3449936,-1.57042229,-0.26497286600000003,0.023452746,2.0,0.083579652,8.0,0.002211345,0.0
8,8,11.2483206,-1.69531775,-0.316119343,0.029303923,2.0,0.085964441,8.0,0.0033332690000000002,0.0
6,6,11.523632000000001,-1.32227886,-0.271746814,0.022415712999999997,2.0,0.088280439,8.0,0.003541332,0.0
7,7,11.273242,-1.65800643,-0.329600364,0.025056634,2.0,0.083695412,8.0,0.003893223,0.0
5,5,11.2819529,-1.57116115,-0.381922662,0.027925208,2.0,0.08559932599999999,8.0,0.005957599,0.0
9,9,11.2589178,-1.40433943,-0.362952948,0.021667413,2.0,0.08174844099999999,8.0,0.006421242,0.0
2,2,11.4158478,-1.35497463,-0.336114168,0.027354963,2.0,0.08979867400000001,8.0,0.006895664,0.0
0,0,11.406353999999999,-1.32153749,-0.37967968,0.029140556,2.0,0.08948065300000001,8.0,0.008708816999999999,0.0
3,3,11.4702864,-1.35947251,-0.350975931,0.024790861,2.0,0.08697854,8.0,0.008803573,0.0
4,4,11.469579699999999,-1.26776648,-0.365419447,0.021679116000000002,2.0,0.084217116,8.0,0.009550956999999999,0.0
1,1,11.2999144,-1.36915731,-0.441140026,0.029238053,2.0,0.086842634,8.0,0.009991469,0.0
