,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,10,87600,10.0825806,0.188477203,2.75146103,0.039653529,3.0,0,0.0,-0.077535994,-8.0
1,6,6,9.54387188,0.19888870399999997,2.7771348999999996,0.036512293,3.0,0,0.0,-0.07458269599999999,-8.0
2,3,3,9.01234627,0.201668069,2.84737492,0.037158843,3.0,0,0.0,-0.072111495,-8.0
3,9,9,10.3553267,0.082200266,2.76401043,0.039158836,3.0,0,0.0,-0.078832083,-8.0
4,1,1,9.59889126,0.148734242,2.42889929,0.030139387000000007,3.0,0,0.0,-0.072894692,-8.0
5,8,8,10.393955199999999,-0.043294027,2.70955658,0.036687866,3.0,0,0.0,-0.077849321,-8.0
6,7,7,10.798686,-0.039657772,2.51232529,0.033604763,3.0,0,0.0,-0.07970329400000001,-8.0
7,2,2,9.56754017,-0.017990425,2.71372557,0.034503624,3.0,0,0.0,-0.073841468,-8.0
8,0,0,9.30020332,-0.013716832,2.58869839,0.030938922999999997,3.0,0,0.0,-0.072145939,-8.0
9,5,5,9.84352493,-0.084607057,2.87015343,0.038442813,3.0,0,0.0,-0.075100295,-8.0
10,4,4,10.468820599999999,-0.1277951,2.66645288,0.035696078,3.0,0,0.0,-0.077870749,-8.0
