,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,11,11,8.23183537,0.105956182,-0.508029461,-0.129887074,-13.0,0,0.0,-0.027126744,-3.0
1,12,75165,7.97658253,0.100984603,-0.65516746,-0.12398126,-13.0,0,0.0,-0.02755126,-3.0
2,10,10,8.10456276,0.14104785,-0.5148504970000001,-0.127452195,-13.0,0,0.0,-0.024658967,-3.0
3,8,8,8.14248657,0.175824448,-0.521728992,-0.127854705,-13.0,0,0.0,-0.025253136000000002,-3.0
4,9,9,7.91260052,0.21981734,-0.630947113,-0.122534759,-13.0,0,0.0,-0.02563569,-3.0
5,5,5,8.07180119,0.191643268,-0.505889058,-0.126779646,-13.0,0,0.0,-0.022799647000000003,-3.0
6,6,6,7.83740044,0.236702695,-0.61720407,-0.12135461,-13.0,0,0.0,-0.023183277000000002,-3.0
7,7,7,7.87176037,0.313182503,-0.7215965390000001,-0.120280392,-13.0,0,0.0,-0.029458832,-3.0
8,2,2,7.89418173,0.268352002,-0.548853099,-0.122908957,-13.0,0,0.0,-0.020834182,-3.0
9,3,3,8.20314407,0.205045894,-0.472888887,-0.129259199,-13.0,0,0.0,-0.023209306,-3.0
10,0,0,7.96392775,0.293949693,-0.5476503970000001,-0.12393175099999999,-13.0,0,0.0,-0.021724494,-3.0
11,1,1,8.10512352,0.284475684,-0.547998846,-0.126316965,-13.0,0,0.0,-0.02453639,-3.0
12,4,4,8.20161343,0.298517436,-0.5795437689999999,-0.127467722,-13.0,0,0.0,-0.027955817,-3.0
