,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,9,34046,9.91810036,0.06069631900000001,-0.669574559,0.150986612,15.0,0,0.0,0.08925504199999999,8.0
1,7,7,9.75996113,0.09174742599999999,-0.723060369,0.150159895,15.0,0,0.0,0.08372592200000001,8.0
2,8,8,9.91376877,0.045724846,-0.640857816,0.153976038,15.0,0,0.0,0.08892367,8.0
3,6,6,9.70348835,0.079139128,-0.6911045309999999,0.154399142,15.0,0,0.0,0.081886143,8.0
4,4,4,9.83390236,0.043964345,-0.640178323,0.15703322,15.0,0,0.0,0.086246282,8.0
5,3,3,9.80872345,0.043244787,-0.702433825,0.151325196,15.0,0,0.0,0.084769391,8.0
6,5,5,9.89921761,0.025948867,-0.67743969,0.15145246699999998,15.0,0,0.0,0.08777947,8.0
7,2,2,9.85514069,0.023639631,-0.651574135,0.155421883,15.0,0,0.0,0.08651204400000001,8.0
8,0,0,9.66141129,0.049121067,-0.7291740179999999,0.152623266,15.0,0,0.0,0.080360428,8.0
9,1,1,9.79102516,0.028866577999999997,-0.6790770290000001,0.153913796,15.0,0,0.0,0.084140398,8.0
