,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,5,5,12.1275291,0.18841496100000002,0.4215343,0.009349927,0.0,0,0.0,-0.09224233800000001,-10.0
1,0,0,12.1410408,0.167572469,-0.241478682,0.001413867,0.0,0,0.0,-0.090080574,-10.0
2,8,8,12.0498285,0.183809251,-0.170739859,0.000957988,0.0,0,0.0,-0.097848415,-10.0
3,9,106477,12.0295811,0.18837995800000001,-0.155403197,0.000768598,0.0,0,0.0,-0.09993307300000001,-10.0
4,2,2,12.1496019,0.181215465,0.332593858,0.008437894,0.0,0,0.0,-0.091074348,-10.0
5,4,4,12.1879864,0.173026845,-0.20889321,0.001183033,0.0,0,0.0,-0.092099086,-10.0
6,6,6,12.1731062,0.185074717,-0.106008954,0.001450572,0.0,0,0.0,-0.097031385,-10.0
7,3,3,12.2279634,0.18144661199999998,0.1438151,0.005401179,0.0,0,0.0,-0.092501603,-10.0
8,7,7,12.1013632,0.185954273,0.33592397,0.007431651999999999,0.0,0,0.0,-0.09842619999999999,-10.0
9,1,1,12.3172703,0.17654267,0.057328168,0.004406545,0.0,0,0.0,-0.090382978,-10.0
