,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
9,86747,10.2152252,0.29545924100000004,-0.4982644020000001,0.10359221,10.0,-0.058753923,-6.0,0.11049927,11.0
7,7,10.2064466,0.288203508,-0.5149573679999999,0.1041895,10.0,-0.054686304000000005,-6.0,0.110929735,11.0
6,6,10.2107477,0.283959627,-0.48198276799999995,0.10526420199999999,10.0,-0.059355835999999995,-6.0,0.11235521,11.0
4,4,10.1984224,0.271870583,-0.513842165,0.105597869,10.0,-0.052125882000000005,-6.0,0.113190815,11.0
5,5,10.1984787,0.274931699,-0.500451744,0.106400654,10.0,-0.054634862,-6.0,0.112783611,11.0
2,2,10.1953964,0.264578491,-0.498601884,0.10696609300000001,10.0,-0.05314463,-6.0,0.114450336,11.0
8,8,10.195088400000001,0.284455925,-0.496545613,0.10740297300000001,10.0,-0.056771907999999996,-6.0,0.110717736,11.0
1,1,10.1855831,0.25841552,-0.509384513,0.108049996,10.0,-0.050461888,-6.0,0.114860334,11.0
0,0,10.187396000000001,0.25138604600000003,-0.49430564,0.10858011199999999,10.0,-0.051469833,-6.0,0.11621338099999999,11.0
3,3,10.1883383,0.261608362,-0.481389612,0.109296478,10.0,-0.05525871,-6.0,0.11447978,11.0
