,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,0,10.1025162,0.8813303709999999,-0.572733939,0.100523897,10.0,-0.07144586,-8.0,0.071776047,7.0
9,9,10.1314306,0.75917685,-0.460582256,0.102538235,10.0,-0.077168852,-8.0,0.074740559,7.0
5,5,10.0980225,0.814929307,-0.498218536,0.10498948400000001,10.0,-0.074201725,-8.0,0.073002026,7.0
10,10,10.1196079,0.727883339,-0.438628793,0.105270386,10.0,-0.079016961,-8.0,0.075242482,7.0
6,6,10.0936394,0.796077728,-0.544590831,0.105284497,10.0,-0.072805405,-8.0,0.07454215,7.0
4,4,10.0881996,0.834667921,-0.446285367,0.105699509,10.0,-0.07708928,-8.0,0.070200644,7.0
3,3,10.1205864,0.681342483,-0.529748559,0.106360331,10.0,-0.070694439,-8.0,0.078204349,7.0
11,11,10.1296654,0.653656065,-0.449004412,0.106814824,10.0,-0.07732289999999999,-8.0,0.07977179400000001,7.0
12,100702,10.1257591,0.664070964,-0.440868676,0.107028976,10.0,-0.078727178,-8.0,0.078977965,7.0
2,2,10.1052179,0.7085343000000001,-0.529169917,0.107519962,10.0,-0.070843644,-8.0,0.076668024,7.0
8,8,10.0909853,0.7624005079999999,-0.420894474,0.107917584,10.0,-0.079591572,-8.0,0.072364144,7.0
7,7,10.1188374,0.652868152,-0.478647709,0.108079374,10.0,-0.07337378,-8.0,0.07980448799999999,7.0
1,1,10.0620985,0.824044943,-0.543662429,0.10849799199999999,10.0,-0.072494313,-8.0,0.072694019,7.0
