,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
8,8,10.3016214,-0.142178997,-0.518500447,0.10026855,10.0,0.034164384,3.0,0.121837191,12.0
11,11,10.2954102,-0.119755141,-0.490221232,0.1003206,10.0,0.032196831,3.0,0.12550814400000002,12.0
12,12,10.292138099999999,-0.11535990199999999,-0.48020657899999997,0.100386165,10.0,0.03272219,3.0,0.126618922,12.0
10,10,10.2893467,-0.116096862,-0.47427097,0.100446925,10.0,0.034175485,3.0,0.127104551,12.0
13,30342,10.2876282,-0.10416916,-0.46369651,0.100486264,10.0,0.032248326,3.0,0.128649548,12.0
6,6,10.2769394,-0.141824573,-0.484989613,0.10379301,10.0,0.038996249,3.0,0.124790505,12.0
9,9,10.269395800000002,-0.125663847,-0.473010868,0.10382539,10.0,0.037552625,3.0,0.12628153,12.0
5,5,10.2753906,-0.140238181,-0.478782952,0.103835918,10.0,0.039515082,3.0,0.125467852,12.0
7,7,10.2638674,-0.114775449,-0.461744279,0.103860237,10.0,0.036999356,3.0,0.127625242,12.0
2,2,10.2720699,-0.134925038,-0.469595194,0.103887685,10.0,0.039729714,3.0,0.12651217,12.0
4,4,10.2633457,-0.115133002,-0.457797348,0.103894964,10.0,0.037584364,3.0,0.128036484,12.0
1,1,10.2617922,-0.112120464,-0.450727135,0.103929833,10.0,0.037783079,3.0,0.128865913,12.0
0,0,10.2627039,-0.117485434,-0.44833970100000003,0.103967965,10.0,0.039265033,3.0,0.129003301,12.0
3,3,10.2606163,-0.103914514,-0.444214404,0.104517072,10.0,0.035469975,3.0,0.12997478199999998,12.0
