,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
2,2,9.73703671,-1.63806677,0.860008717,0.101352975,10.0,0.05875006,5.0,-0.040164187999999997,-5.0
3,3,9.82767868,-1.59616446,0.8500472309999999,0.102418192,10.0,0.059503846,5.0,-0.041181862,-5.0
0,0,8.77741146,-1.66701853,1.05387104,0.10263527900000001,10.0,0.050115392,5.0,-0.040541167999999995,-5.0
5,5,9.02991009,-1.61362088,1.10925055,0.103001796,10.0,0.050097242,5.0,-0.04336255,-5.0
7,7,9.72441959,-1.54424059,0.91822964,0.10350164,10.0,0.057494551,5.0,-0.043875381,-5.0
1,1,9.81929016,-1.54192293,0.846875429,0.103855155,10.0,0.059606846,5.0,-0.042696655,-5.0
4,4,9.55075645,-1.59781456,0.9774457809999999,0.104781352,10.0,0.054194517000000005,5.0,-0.042095467000000004,-5.0
6,6,9.67864323,-1.45417619,0.982738078,0.105632015,10.0,0.056044668,5.0,-0.047073795999999994,-5.0
8,8,9.23156261,-1.54883027,1.08391774,0.10695916400000001,10.0,0.050544534,5.0,-0.043783315,-5.0
9,74035,9.55269527,-1.42776799,1.07437348,0.107985631,10.0,0.052799638,5.0,-0.047983505,-5.0
