,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
0,0,10.2175312,0.46814525100000004,-0.01295511,0.10023027699999999,10.0,-0.121084996,-13.0,0.031570155,3.0
4,4,10.2132311,0.441687286,-0.020832706,0.10128732,10.0,-0.12375982099999999,-13.0,0.030602105,3.0
8,8,10.219220199999999,0.41110014899999997,-0.0163,0.10132104199999999,10.0,-0.12743671199999998,-13.0,0.030282451000000002,3.0
2,2,10.2146349,0.4568274020000001,-0.036811061,0.10164347300000001,10.0,-0.12216652900000001,-13.0,0.036828376,3.0
10,10,10.216111199999999,0.414615571,-0.024117387999999997,0.102098614,10.0,-0.128232941,-13.0,0.032686245,3.0
3,3,10.2065277,0.446315199,-0.024521804,0.102565125,10.0,-0.123367876,-13.0,0.03245905,3.0
7,7,10.208807,0.430893213,-0.032699622000000005,0.103221916,10.0,-0.125526696,-13.0,0.035846356,3.0
9,9,10.2007751,0.419950902,-0.029635381,0.104877353,10.0,-0.126934811,-13.0,0.035475448,3.0
1,1,10.1912508,0.461568177,-0.024260838,0.105027571,10.0,-0.121386573,-13.0,0.033895556,3.0
11,124217,10.1972084,0.406132281,-0.023581306,0.1056308,10.0,-0.129084378,-13.0,0.033339445,3.0
5,5,10.1844463,0.433271885,-0.02392811,0.106606461,10.0,-0.124624193,-13.0,0.032410208,3.0
6,6,10.1847553,0.419228435,-0.019124847,0.10685873,10.0,-0.12648178599999998,-13.0,0.031122907999999998,3.0
