,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
7,7,9.96961212,-0.504790127,0.73473078,-0.092190929,-10.0,-0.070494257,-8.0,0.10089346800000001,10.0
13,13,9.98087788,-0.511644542,0.7057465909999999,-0.092025921,-10.0,-0.073374875,-8.0,0.100253373,10.0
8,8,9.98191738,-0.504086614,0.709819317,-0.092011765,-10.0,-0.072664417,-8.0,0.101208657,10.0
2,2,9.98944759,-0.485555172,0.7085123659999999,-0.091933698,-10.0,-0.071913838,-8.0,0.103629299,10.0
18,18,9.99230671,-0.512881756,0.678876698,-0.091924489,-10.0,-0.07579217099999999,-8.0,0.100280844,10.0
14,14,9.99187756,-0.5046074389999999,0.686869979,-0.091923162,-10.0,-0.074703962,-8.0,0.101301759,10.0
9,9,9.99300289,-0.494680643,0.6927391890000001,-0.091907412,-10.0,-0.073725008,-8.0,0.10255231,10.0
19,19,10.003593400000002,-0.5048864479999999,0.660160005,-0.091818765,-10.0,-0.077062435,-8.0,0.10145269300000001,10.0
10,10,10.0026007,-0.48400569,0.6800997259999999,-0.091815479,-10.0,-0.074336425,-8.0,0.104030043,10.0
15,15,10.004605300000001,-0.495549381,0.665782034,-0.09180450400000001,-10.0,-0.0761327,-8.0,0.10262814199999999,10.0
3,3,10.0041351,-0.469650775,0.688801825,-0.091793336,-10.0,-0.072901972,-8.0,0.105837062,10.0
0,0,10.0045319,-0.452612013,0.702355504,-0.091779597,-10.0,-0.07091621299999999,-8.0,0.107959434,10.0
22,105653,10.010030699999998,-0.506086528,0.637341619,-0.0917354,-10.0,-0.07946795200000001,-8.0,0.101095878,10.0
20,20,10.0148554,-0.496119887,0.642133772,-0.091713361,-10.0,-0.07823593200000001,-8.0,0.102719665,10.0
11,11,10.0137453,-0.474285364,0.6631543639999999,-0.091710359,-10.0,-0.07537052,-8.0,0.10541369800000001,10.0
4,4,10.0138073,-0.4593786,0.6756561990000001,-0.091700912,-10.0,-0.073576666,-8.0,0.107265979,10.0
16,16,10.0174599,-0.481835842,0.648371398,-0.091681361,-10.0,-0.077021278,-8.0,0.104534991,10.0
1,1,10.015522,-0.44335711,0.685377061,-0.091675773,-10.0,-0.071975023,-8.0,0.109283015,10.0
5,5,10.0261364,-0.45163798299999997,0.654363871,-0.09158615,-10.0,-0.075084969,-8.0,0.108422652,10.0
21,21,10.0247812,-0.48031979799999996,0.624477863,-0.091583803,-10.0,-0.07945969,-8.0,0.104470745,10.0
12,12,10.0278664,-0.46228528,0.641422272,-0.091577217,-10.0,-0.076718517,-8.0,0.107127666,10.0
17,17,10.033228900000001,-0.465830475,0.6188339589999999,-0.09150408199999999,-10.0,-0.079223335,-8.0,0.10645362,10.0
6,6,10.0360708,-0.442363977,0.639769554,-0.091492251,-10.0,-0.075933412,-8.0,0.109731644,10.0
