,Unnamed: 0,u,v,w,x,x bin,y,y bin,z,z bin
9,9,7.88587952,-1.71579075,-0.23590675,-0.099978603,-10.0,-0.048549786,-5.0,-0.005389159,-1.0
7,7,7.49391747,-1.84661794,-0.281432509,-0.098295972,-10.0,-0.044392999,-5.0,-0.005949099,-1.0
5,5,7.68819809,-1.83449078,-0.190559119,-0.098287672,-10.0,-0.046917506,-5.0,-0.00346108,-1.0
11,95015,7.86753321,-1.76649475,-0.3900585170000001,-0.098096386,-10.0,-0.048473805,-5.0,-0.009453414,-1.0
6,6,7.75701904,-1.89856148,-0.112582192,-0.09755818599999999,-10.0,-0.048602518,-5.0,-0.0013224729999999998,-1.0
8,8,7.72251368,-1.87189817,-0.297056079,-0.097153209,-10.0,-0.047652245,-5.0,-0.0065339,-1.0
0,0,6.90012455,-2.03285241,-0.133296371,-0.095893398,-10.0,-0.040481523,-5.0,-0.00042959,-1.0
4,4,7.35565281,-2.17039895,-0.199129105,-0.094646245,-10.0,-0.04616896400000002,-5.0,-0.003747204,-1.0
1,1,6.96051788,-2.44679236,-0.125951886,-0.092415527,-10.0,-0.04404722900000002,-5.0,-0.0016346479999999998,-1.0
10,10,7.54552221,-2.24710441,-0.39961540700000003,-0.09202995900000001,-10.0,-0.049266059,-5.0,-0.009603864,-1.0
2,2,7.25177002,-2.42078233,-0.1070306,-0.091950379,-10.0,-0.047614462999999996,-5.0,-0.001236713,-1.0
3,3,6.84669638,-2.51388025,-0.17867940699999998,-0.09159328,-10.0,-0.04321713,-5.0,-0.0031174040000000003,-1.0
