,u,v,w,x,x bin,y,y bin,z,z bin
0,6.83031988,1.54055452,-0.135882899,0.104284108,10.0,-0.058287643,-6.0,-0.040697414,-5.0
1,7.16515255,1.65008724,0.044275380999999996,0.109979071,10.0,-0.055629347,-6.0,-0.042228572,-5.0
2,7.33760166,1.82208228,0.14247182,0.105399072,10.0,-0.053524155,-6.0,-0.043054786,-5.0
3,7.34091043,1.84036362,0.21581971600000002,0.109914273,10.0,-0.052056610999999996,-6.0,-0.043300998,-5.0
4,7.51648712,1.65163124,0.048335403,0.103464738,10.0,-0.056832042,-6.0,-0.043718088,-5.0
5,7.81817341,1.67911792,0.047784392,0.100143179,10.0,-0.057390392,-6.0,-0.04465129599999999,-5.0
6,7.83338118,1.55070424,-0.043376375,0.100120045,10.0,-0.059766978,-6.0,-0.044526342,-5.0
7,7.91568565,1.92995155,0.25757128,0.100188501,10.0,-0.052595433,-6.0,-0.045547552000000005,-5.0
8,8.52191448,1.89693463,0.421486348,0.104662694,10.0,-0.050203923,-6.0,-0.049007084000000006,-5.0
119924,8.63519287,1.80792165,0.334902257,0.10072608300000001,10.0,-0.053726073,-6.0,-0.0489931,-5.0
