,u,v,w,x,x bin,y,y bin,z,z bin
0,10.2651196,-0.19491592,0.508933544,0.104297616,10.0,0.059727993,5.0,-0.129753426,-13.0
1,10.2625027,-0.202045232,0.522176921,0.104268372,10.0,0.059782088,5.0,-0.128122732,-13.0
2,10.257631300000002,-0.198972225,0.557314992,0.10403668099999999,10.0,0.055729497,5.0,-0.124889061,-13.0
3,10.2573185,-0.206009999,0.5682570929999999,0.102931701,10.0,0.055382237,5.0,-0.123967141,-13.0
4,10.2609987,-0.19412829,0.530819595,0.104487993,10.0,0.057422455,5.0,-0.127748787,-13.0
5,10.2467003,-0.182029903,0.511310637,0.108674429,10.0,0.05681875,5.0,-0.129661337,-13.0
6,10.2378206,-0.189635038,0.541005254,0.10929086800000001,10.0,0.055372215999999995,5.0,-0.126112446,-13.0
7,10.2421455,-0.18349582,0.544976294,0.108212501,10.0,0.053670883,5.0,-0.126296237,-13.0
8,10.2176657,-0.222746238,0.57799834,0.108892694,10.0,0.055152430999999995,5.0,-0.122340515,-13.0
9,10.2183914,-0.237414613,0.59756875,0.106369585,10.0,0.054702055,5.0,-0.120816946,-13.0
10,10.2444849,-0.18329352100000001,0.523412645,0.108630337,10.0,0.055842362,5.0,-0.128383428,-13.0
11,10.2178488,-0.229601353,0.595710695,0.106848359,10.0,0.053454839,5.0,-0.12127164,-13.0
12,10.2199841,-0.218598157,0.579520643,0.108400472,10.0,0.05417861400000002,5.0,-0.12250428599999999,-13.0
13,10.2463026,-0.170213118,0.516559958,0.108660057,10.0,0.053769663,5.0,-0.129869223,-13.0
126225,10.2278004,-0.19638221,0.57578373,0.10786058,10.0,0.050802279000000006,5.0,-0.123827875,-13.0
