,u,v,w,x,x bin,y,y bin,z,z bin
0,10.2390108,0.853187919,0.18651184399999998,0.108588815,10.0,-0.07431552599999999,-8.0,-0.0626041,-7.0
1,10.2181892,0.7779503459999999,0.13100113,0.109827653,10.0,-0.079119958,-8.0,-0.061279774,-7.0
2,10.289607,0.79749018,0.161568195,0.10162372900000001,10.0,-0.078886665,-8.0,-0.063062899,-7.0
3,10.2700825,0.86148417,0.334180415,0.100825548,10.0,-0.07101538,-8.0,-0.069092587,-7.0
4,10.263433500000001,0.870526969,0.23336532699999998,0.100285396,10.0,-0.074301086,-8.0,-0.064696111,-7.0
5,10.2361898,0.785137057,0.171900809,0.108565956,10.0,-0.078500427,-8.0,-0.064816296,-7.0
6,10.256136900000001,0.830111325,0.296885371,0.10318233800000001,10.0,-0.073474698,-8.0,-0.068804368,-7.0
7,10.2548866,0.827964842,0.259324849,0.104369469,10.0,-0.074371807,-8.0,-0.067038834,-7.0
8,10.2224817,0.836209476,0.231534779,0.109863222,10.0,-0.073888838,-8.0,-0.065699987,-7.0
9,10.2736616,0.8030693529999999,0.225887433,0.102165006,10.0,-0.076920778,-8.0,-0.066234179,-7.0
138828,10.2251186,0.802539587,0.285512775,0.107281238,10.0,-0.074862383,-8.0,-0.069862105,-7.0
