,u,v,w,x,x bin,y,y bin,z,z bin
0,10.1821613,0.389595836,-0.009891595,0.109274693,10.0,-0.13044104,-14.0,0.028376542,2.0
1,10.2293949,0.378792226,-0.0043457520000000005,0.10028707199999999,10.0,-0.13150838,-14.0,0.027014995,2.0
2,10.2306862,0.382606894,-0.012718975,0.100352034,10.0,-0.132336438,-14.0,0.029577965,2.0
3,10.2232656,0.36130940899999997,0.005763114000000001,0.10256491599999999,10.0,-0.132968828,-14.0,0.023527674,2.0
4,10.2302141,0.364819616,0.003928174,0.100969836,10.0,-0.132635295,-14.0,0.024252841,2.0
5,10.2241535,0.353640616,0.008172639,0.10281862300000001,10.0,-0.134002388,-14.0,0.022766082000000003,2.0
6,10.1982021,0.34738075700000004,0.004087999,0.10849414,10.0,-0.135984987,-14.0,0.024075089,2.0
7,10.198596,0.34072771700000004,0.006657571,0.109121472,10.0,-0.13674414199999999,-14.0,0.023270807999999997,2.0
8,10.2328053,0.332333267,0.012806598,0.102204762,10.0,-0.13727732,-14.0,0.021502122,2.0
132419,10.210903199999999,0.325754642,0.012337823999999999,0.106731325,10.0,-0.138681844,-14.0,0.02146358,2.0
