,u,v,w,x,x bin,y,y bin,z,z bin
0,5.2276392,-1.85686612,-0.16649460800000002,0.106179327,10.0,0.047433045,4.0,-0.000732053,-1.0
1,5.00513744,-2.01426125,-0.11049394300000001,0.100530356,10.0,0.045780330999999994,4.0,-0.002596123,-1.0
2,4.93709612,-1.96148968,0.001288771,0.104170375,10.0,0.04432432,4.0,-0.002635538,-1.0
3,6.29341364,-2.26213765,-0.139198169,0.104441382,10.0,0.048662528,4.0,-0.005300966,-1.0
4,5.32790947,-2.11457419,-0.007962295,0.104344875,10.0,0.044789206,4.0,-0.003970798,-1.0
5,5.02682781,-1.93953979,0.115315951,0.108154356,10.0,0.043297865,4.0,-0.003928786,-1.0
6,5.06927347,-2.07797861,0.235114008,0.107002169,10.0,0.040937252,4.0,-0.008072928,-1.0
7,6.32758236,-2.18832088,0.070100866,0.10928350699999999,10.0,0.046142302999999996,4.0,-0.009379499,-1.0
8,6.089085099999999,-2.27333283,0.008659232,0.105883747,10.0,0.045911498,4.0,-0.007881006,-1.0
51960,5.44910288,-2.05080199,0.134423926,0.109181471,10.0,0.043078363,4.0,-0.007996581,-1.0
