,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,8,8,9.42348862,0.40170449,-1.37392879,0,-10.0,0.023628742999999997,2.0,-0.08586653300000001,-9.0
1,4,4,9.35812283,0.450630188,-1.43845594,0,-10.0,0.026017577000000004,2.0,-0.08231952,-9.0
2,10,110829,9.51366901,0.43507918700000003,-1.30306351,0,-10.0,0.025735892000000003,2.0,-0.08782976099999999,-9.0
3,3,3,9.49981976,0.485189229,-1.30448675,0,-10.0,0.0294706,2.0,-0.08590058199999999,-9.0
4,9,9,9.41606426,0.393373132,-1.43935049,0,-10.0,0.021791995,2.0,-0.085797705,-9.0
5,0,0,9.3717804,0.49369698799999995,-1.51556408,0,-10.0,0.028554471,2.0,-0.08127167099999999,-9.0
6,6,6,9.55202579,0.46137172,-1.36438155,0,-10.0,0.027448649,2.0,-0.088062123,-9.0
7,1,1,9.33188248,0.489219844,-1.57422769,0,-10.0,0.027301941,2.0,-0.080075912,-9.0
8,5,5,9.36956024,0.407972097,-1.57055438,0,-10.0,0.022164576,2.0,-0.083639205,-9.0
9,7,7,9.47623062,0.453863949,-1.45281577,0,-10.0,0.026340602,2.0,-0.08577761800000001,-9.0
10,2,2,9.34341908,0.46766299,-1.63136148,0,-10.0,0.0251907,2.0,-0.080947712,-9.0
