,Unnamed: 0,Unnamed: 0.1,u,v,w,x,x bin,y,y bin,z,z bin
0,13,13,8.25926018,1.39787602,-1.24128127,0,-10.0,0.04414764400000002,4.0,-0.03996617,-4.0
1,14,74818,8.09745598,1.36511064,-1.35037482,0,-10.0,0.040523011,4.0,-0.039858218,-4.0
2,11,11,8.26921558,1.52803636,-1.21109319,0,-10.0,0.047038451,4.0,-0.038441334,-4.0
3,5,5,7.791592599999999,1.62537193,-1.20300102,0,-10.0,0.041698135,4.0,-0.034098174,-4.0
4,4,4,8.06437397,1.62980175,-1.13896704,0,-10.0,0.046357919000000004,4.0,-0.034186073,-4.0
5,9,9,8.13941383,1.5701282,-1.25150967,0,-10.0,0.045681454,4.0,-0.037475675,-4.0
6,2,2,8.20635128,1.65246773,-1.07874179,0,-10.0,0.049563210999999996,4.0,-0.032492921,-4.0
7,12,12,8.14152527,1.51067138,-1.37881696,0,-10.0,0.043870155,4.0,-0.039298352,-4.0
8,1,1,7.59810448,1.7307539,-1.27873945,0,-10.0,0.040361457,4.0,-0.032771282,-4.0
9,10,10,7.94903326,1.60121369,-1.41973352,0,-10.0,0.042441599,4.0,-0.037767541,-4.0
10,8,8,7.97486591,1.68579447,-1.34749234,0,-10.0,0.044874359,4.0,-0.036495365,-4.0
11,0,0,7.68448448,1.8138032,-1.28684855,0,-10.0,0.043246797999999996,4.0,-0.032817818,-4.0
12,6,6,7.78260374,1.64450192,-1.48446858,0,-10.0,0.040372491,4.0,-0.037004076000000004,-4.0
13,7,7,8.11835575,1.85387421,-1.40277922,0,-10.0,0.049308915,4.0,-0.036851306,-4.0
14,3,3,7.83555603,1.93677616,-1.38611341,0,-10.0,0.046422541,4.0,-0.034021437,-4.0
